unit_id,is_defective,iso_risk_score,iso_prediction,risk_tier
UNIT_00033989,0,42.7165511804555,1,Flag
UNIT_00190353,1,89.58061291629059,1,Block
UNIT_00031697,0,43.21325902860109,1,Flag
UNIT_00022009,0,41.41315537678798,1,Flag
UNIT_00128712,0,64.02078705799255,1,Flag
UNIT_00193965,1,45.41440028892243,1,Flag
UNIT_00197938,1,90.32059368866925,1,Block
UNIT_00191019,1,87.29890983546807,1,Block
UNIT_00193025,1,46.28779977506182,1,Flag
UNIT_00192855,1,85.52006774418231,1,Block
UNIT_00194115,1,49.10241338671766,1,Flag
UNIT_00190862,1,50.921584355843756,1,Flag
UNIT_00197188,1,90.96432744068159,1,Block
UNIT_00184796,1,42.71042757356259,1,Flag
UNIT_00189659,1,43.73621040018347,1,Flag
UNIT_00195822,1,86.95240583751271,1,Block
UNIT_00038462,0,45.10274561558617,1,Flag
UNIT_00193422,1,87.10532830142255,1,Block
UNIT_00193508,1,49.27869188416166,1,Flag
UNIT_00184414,1,54.1921383995461,1,Flag
UNIT_00179152,0,46.87071399508936,1,Flag
UNIT_00150910,0,52.84742624152384,1,Flag
UNIT_00006091,0,44.706120138812345,1,Flag
UNIT_00179630,0,47.11834132206868,1,Flag
UNIT_00190343,1,50.32403350194055,1,Flag
UNIT_00169755,0,43.95585073199489,1,Flag
UNIT_00199024,1,86.66022271049323,1,Block
UNIT_00104795,0,74.73887502855345,1,Block
UNIT_00145583,0,41.85391671241982,1,Flag
UNIT_00190587,1,49.448299680664384,1,Flag
UNIT_00191840,1,46.44603244831779,1,Flag
UNIT_00012345,0,50.44766257411662,1,Flag
UNIT_00195316,1,60.60959426122286,1,Flag
UNIT_00188651,1,51.382731165924326,1,Flag
UNIT_00188500,1,61.23200522319823,1,Flag
UNIT_00030199,0,58.14386387089277,1,Flag
UNIT_00196049,1,48.00863245956801,1,Flag
UNIT_00193641,1,46.7767778837599,1,Flag
UNIT_00144320,0,48.49482622515562,1,Flag
UNIT_00116330,0,49.73119507855376,1,Flag
UNIT_00193172,1,54.68310306944722,1,Flag
UNIT_00078992,0,46.54760096109072,1,Flag
UNIT_00196660,1,89.79401652946997,1,Block
UNIT_00074498,0,44.37847798857645,1,Flag
UNIT_00073190,0,48.6056199212747,1,Flag
UNIT_00193069,1,43.95002135155337,1,Flag
UNIT_00184410,1,51.533750600579346,1,Flag
UNIT_00198199,1,85.13125080508115,1,Block
UNIT_00198287,1,83.14669479634279,1,Block
UNIT_00008980,0,43.588069141914055,1,Flag
UNIT_00186943,1,42.58064098927673,1,Flag
UNIT_00189137,1,91.32394537393601,1,Block
UNIT_00199500,1,43.947771357211494,1,Flag
UNIT_00185803,1,87.24269015580921,1,Block
UNIT_00192393,1,88.0316884216503,1,Block
UNIT_00190214,1,50.6344485184032,1,Flag
UNIT_00008574,0,57.2966921079428,1,Flag
UNIT_00184053,1,91.46435853562599,1,Block
UNIT_00188501,1,91.2615140502619,1,Block
UNIT_00185168,1,50.974584396017804,1,Flag
UNIT_00190505,1,52.731240317632995,1,Flag
UNIT_00187015,1,44.81937723294425,1,Flag
UNIT_00194632,1,52.531621896733235,1,Flag
UNIT_00188422,1,87.06116082874112,1,Block
UNIT_00188203,1,89.01499107124363,1,Block
UNIT_00143060,0,58.55589075705073,1,Flag
UNIT_00162197,0,60.6430221924808,1,Flag
UNIT_00052325,0,44.54055564344074,1,Flag
UNIT_00189007,1,87.27030922998486,1,Block
UNIT_00190463,1,46.27450115818307,1,Flag
UNIT_00121353,0,45.5139937219223,1,Flag
UNIT_00126365,0,57.65678254602012,1,Flag
UNIT_00187594,1,90.35682305032208,1,Block
UNIT_00042266,0,43.562865475461784,1,Flag
UNIT_00137215,0,42.01647643569683,1,Flag
UNIT_00199398,1,47.13394227380209,1,Flag
UNIT_00189158,1,72.19024187402856,1,Block
UNIT_00197506,1,88.17445750909641,1,Block
UNIT_00198131,1,44.11176552762688,1,Flag
UNIT_00069273,0,44.54104621855381,1,Flag
UNIT_00163883,0,41.665996466758365,1,Flag
UNIT_00154249,0,48.79773336059398,1,Flag
UNIT_00066784,0,41.67888868399039,1,Flag
UNIT_00195474,1,53.47632933464014,1,Flag
UNIT_00111996,0,45.27582565503829,1,Flag
UNIT_00198571,1,42.95412129162,1,Flag
UNIT_00113654,0,45.94497040114594,1,Flag
UNIT_00199418,1,65.45518789630873,1,Flag
UNIT_00197655,1,88.08966062771988,1,Block
UNIT_00142013,0,41.15347379639804,1,Flag
UNIT_00186786,1,47.369637491806536,1,Flag
UNIT_00199353,1,92.81117933238524,1,Block
UNIT_00184138,1,86.70591159527112,1,Block
UNIT_00198943,1,53.56059614571214,1,Flag
UNIT_00187737,1,45.28324324354936,1,Flag
UNIT_00190037,1,44.67586056459802,1,Flag
UNIT_00190281,1,85.46570657408475,1,Block
UNIT_00184837,1,44.777116407247334,1,Flag
UNIT_00184192,1,88.34905276875253,1,Block
UNIT_00188170,1,46.075141911001666,1,Flag
UNIT_00198866,1,50.338381247663534,1,Flag
UNIT_00133045,0,51.303936750100995,1,Flag
UNIT_00067950,0,57.16792328629296,1,Flag
UNIT_00030104,0,55.80931819898374,1,Flag
UNIT_00144251,0,52.11617516563496,1,Flag
UNIT_00026365,0,68.85426478977043,1,Flag
UNIT_00196164,1,46.89498561067146,1,Flag
UNIT_00196980,1,62.13494234561195,1,Flag
UNIT_00063929,0,44.22643194288058,1,Flag
UNIT_00186636,1,50.25726342297086,1,Flag
UNIT_00186028,1,43.87915389254408,1,Flag
UNIT_00054679,0,53.0617174694337,1,Flag
UNIT_00188048,1,53.78129885391614,1,Flag
UNIT_00198451,1,91.43820179422592,1,Block
UNIT_00198228,1,53.165301541670544,1,Flag
UNIT_00106763,0,41.40204776515813,1,Flag
UNIT_00198737,1,47.86424699553345,1,Flag
UNIT_00195398,1,80.69337308874418,1,Block
UNIT_00186729,1,44.45196721011838,1,Flag
UNIT_00196467,1,48.93485374445318,1,Flag
UNIT_00189335,1,45.80945482646501,1,Flag
UNIT_00190022,1,50.335401232111934,1,Flag
UNIT_00193751,1,86.7391768117155,1,Block
UNIT_00196900,1,83.51778898331688,1,Block
UNIT_00184764,1,49.21656250541945,1,Flag
UNIT_00185136,1,91.74683977184037,1,Block
UNIT_00189149,1,84.03403101104763,1,Block
UNIT_00195524,1,48.29290041271223,1,Flag
UNIT_00196384,1,53.82960329070552,1,Flag
UNIT_00013684,0,47.80473078069707,1,Flag
UNIT_00058629,0,54.27010851142027,1,Flag
UNIT_00198742,1,83.59416327586752,1,Block
UNIT_00194368,1,44.96237769371178,1,Flag
UNIT_00195099,1,51.38055730968676,1,Flag
UNIT_00131422,0,51.41007770395304,1,Flag
UNIT_00193171,1,53.130183073405455,1,Flag
UNIT_00196684,1,49.867900561337315,1,Flag
UNIT_00129108,0,42.4057170499737,1,Flag
UNIT_00198427,1,49.29049744244388,1,Flag
UNIT_00191629,1,81.96499599991176,1,Block
UNIT_00186184,1,45.175666998557894,1,Flag
UNIT_00185558,1,43.14469803845525,1,Flag
UNIT_00193599,1,45.970151923023245,1,Flag
UNIT_00193131,1,46.978351237144125,1,Flag
UNIT_00195296,1,47.26114505574581,1,Flag
UNIT_00023582,0,60.165659370057526,1,Flag
UNIT_00188116,1,48.06799985113265,1,Flag
UNIT_00187534,1,88.13915639315142,1,Block
UNIT_00184804,1,43.83298828639629,1,Flag
UNIT_00194537,1,48.0808964243804,1,Flag
UNIT_00188038,1,89.70257855666551,1,Block
UNIT_00192267,1,87.58857032324462,1,Block
UNIT_00160845,0,49.091022453576514,1,Flag
UNIT_00186086,1,50.00185466908106,1,Flag
UNIT_00184139,1,85.9292347254802,1,Block
UNIT_00184328,1,88.13500727709324,1,Block
UNIT_00186664,1,55.87269734850673,1,Flag
UNIT_00199022,1,91.42121978384847,1,Block
UNIT_00191282,1,43.56219207085534,1,Flag
UNIT_00048520,0,51.46674719720379,1,Flag
UNIT_00198457,1,96.08563763927005,1,Block
UNIT_00190008,1,41.46758195664334,1,Flag
UNIT_00101385,0,54.55926515045507,1,Flag
UNIT_00186798,1,45.90011709706175,1,Flag
UNIT_00189668,1,85.68971797235265,1,Block
UNIT_00083331,0,51.69569975690547,1,Flag
UNIT_00195690,1,48.19089804168876,1,Flag
UNIT_00191796,1,83.85341411417892,1,Block
UNIT_00199465,1,43.40914872505043,1,Flag
UNIT_00196284,1,43.37802528517965,1,Flag
UNIT_00189904,1,94.85234480280201,1,Block
UNIT_00027563,0,41.936088377038224,1,Flag
UNIT_00156935,0,49.84608332292443,1,Flag
UNIT_00185102,1,47.36173610506859,1,Flag
UNIT_00113785,0,50.306356275046014,1,Flag
UNIT_00195906,1,86.53646952325366,1,Block
UNIT_00192059,1,88.45372667617772,1,Block
UNIT_00184757,1,84.87180006807193,1,Block
UNIT_00112220,0,49.79338727417043,1,Flag
UNIT_00196530,1,88.8687679921606,1,Block
UNIT_00184426,1,48.28692988734258,1,Flag
UNIT_00067414,0,44.066676157988766,1,Flag
UNIT_00194638,1,42.63207947176759,1,Flag
UNIT_00197701,1,55.68339937372686,1,Flag
UNIT_00197383,1,45.64239890107115,1,Flag
UNIT_00191946,1,83.66658906404103,1,Block
UNIT_00039243,0,52.27726856356496,1,Flag
UNIT_00190474,1,86.55819440064926,1,Block
UNIT_00110426,0,53.58973909487016,1,Flag
UNIT_00197014,1,63.188695374360975,1,Flag
UNIT_00084665,0,47.936208280836695,1,Flag
UNIT_00184666,1,60.223227348301506,1,Flag
UNIT_00074963,0,51.24995226259304,1,Flag
UNIT_00184295,1,42.1824625517251,1,Flag
UNIT_00196535,1,89.82485518986141,1,Block
UNIT_00192102,1,43.725162758630745,1,Flag
UNIT_00188447,1,45.87452387712763,1,Flag
UNIT_00184843,1,46.69488904220531,1,Flag
UNIT_00199856,1,48.0398609814919,1,Flag
UNIT_00159033,0,44.53781774257007,1,Flag
UNIT_00185117,1,50.405717382280336,1,Flag
UNIT_00189347,1,88.07375355904145,1,Block
UNIT_00187156,1,85.09172900080182,1,Block
UNIT_00079986,0,42.98796449321429,1,Flag
UNIT_00189620,1,84.0866821878997,1,Block
UNIT_00190718,1,43.66628375508551,1,Flag
UNIT_00191175,1,44.166275929733466,1,Flag
UNIT_00192158,1,66.60633520559654,1,Flag
UNIT_00179910,0,45.22425166228319,1,Flag
UNIT_00180669,0,51.11077369120061,1,Flag
UNIT_00187801,1,87.16609572145325,1,Block
UNIT_00184286,1,50.72420679066882,1,Flag
UNIT_00193972,1,83.52785347470936,1,Block
UNIT_00188516,1,47.20492200242926,1,Flag
UNIT_00191824,1,49.34893277682374,1,Flag
UNIT_00186806,1,51.31034969205523,1,Flag
UNIT_00156310,0,44.30348812730403,1,Flag
UNIT_00194300,1,46.269670783236684,1,Flag
UNIT_00198743,1,42.18916061147408,1,Flag
UNIT_00147312,0,41.59782673186646,1,Flag
UNIT_00185905,1,47.1894652542436,1,Flag
UNIT_00022184,0,42.207359056852034,1,Flag
UNIT_00019934,0,45.637448890554296,1,Flag
UNIT_00013523,0,49.22994676737665,1,Flag
UNIT_00196975,1,52.40939119660735,1,Flag
UNIT_00189905,1,51.555372892759145,1,Flag
UNIT_00184776,1,43.071073556155774,1,Flag
UNIT_00184248,1,61.82950499187265,1,Flag
UNIT_00195169,1,90.00401110845706,1,Block
UNIT_00000530,0,44.426723416007746,1,Flag
UNIT_00198862,1,88.57011084806756,1,Block
UNIT_00153894,0,59.51070908147995,1,Flag
UNIT_00172921,0,46.23828633652219,1,Flag
UNIT_00053167,0,53.873200324794745,1,Flag
UNIT_00187658,1,90.55159992443578,1,Block
UNIT_00006896,0,49.94278100084176,1,Flag
UNIT_00193195,1,91.29699189694296,1,Block
UNIT_00184119,1,83.1578337201161,1,Block
UNIT_00127676,0,47.797101174853175,1,Flag
UNIT_00195661,1,49.11082590052671,1,Flag
UNIT_00180419,0,44.61442614376234,1,Flag
UNIT_00184349,1,50.74443022819611,1,Flag
UNIT_00191328,1,47.92368078758015,1,Flag
UNIT_00125213,0,54.01552757408935,1,Flag
UNIT_00189608,1,55.926258097498994,1,Flag
UNIT_00054278,0,58.56203863698575,1,Flag
UNIT_00124489,0,42.966295741315115,1,Flag
UNIT_00197621,1,87.47171147103278,1,Block
UNIT_00186460,1,45.45680216312786,1,Flag
UNIT_00190876,1,90.49927036494176,1,Block
UNIT_00110084,0,45.01015879800773,1,Flag
UNIT_00077176,0,41.89903926892496,1,Flag
