unit_id,is_defective,lgb_risk_score,lgb_prediction,risk_tier
UNIT_00194118,1,99.99790238831702,1,Block
UNIT_00184807,1,99.99039341451834,1,Block
UNIT_00189851,1,99.99416302921706,1,Block
UNIT_00193999,1,99.70092092054225,1,Block
UNIT_00187958,1,99.99999484790578,1,Block
UNIT_00196839,1,99.99998891663846,1,Block
UNIT_00188535,1,99.99453953328819,1,Block
UNIT_00199567,1,99.98639472112623,1,Block
UNIT_00195979,1,99.94183633998857,1,Block
UNIT_00187635,1,99.99999799449459,1,Block
UNIT_00199532,1,99.99464235449824,1,Block
UNIT_00191243,1,99.99845519740748,1,Block
UNIT_00190160,1,99.99999865722236,1,Block
UNIT_00186547,1,99.9924655850639,1,Block
UNIT_00193640,1,99.99999860336004,1,Block
UNIT_00191201,1,99.99999916320961,1,Block
UNIT_00196904,1,99.99999782574626,1,Block
UNIT_00191181,1,99.99664357864424,1,Block
UNIT_00197988,1,99.999995861633,1,Block
UNIT_00192319,1,99.99532912992365,1,Block
UNIT_00194432,1,99.99682027255004,1,Block
UNIT_00190935,1,99.99999710487451,1,Block
UNIT_00187573,1,99.99374427642901,1,Block
UNIT_00196801,1,99.99999871122925,1,Block
UNIT_00189971,1,99.99999798372173,1,Block
UNIT_00193800,1,99.99999796541204,1,Block
UNIT_00185360,1,99.99999279667688,1,Block
UNIT_00191872,1,99.99999783570873,1,Block
UNIT_00186525,1,99.99999687413496,1,Block
UNIT_00189574,1,99.9999982444624,1,Block
UNIT_00191457,1,99.99225394651806,1,Block
UNIT_00194663,1,99.99997829057169,1,Block
UNIT_00197717,1,99.99564159055832,1,Block
UNIT_00193203,1,99.98869647762183,1,Block
UNIT_00193110,1,99.99541075110048,1,Block
UNIT_00196328,1,99.99751316960887,1,Block
UNIT_00185866,1,99.99999898381526,1,Block
UNIT_00189434,1,99.99850728394374,1,Block
UNIT_00191472,1,99.99474714922623,1,Block
UNIT_00188759,1,99.98432696777589,1,Block
UNIT_00192447,1,99.98778348536531,1,Block
UNIT_00189531,1,99.99003880338559,1,Block
UNIT_00190358,1,99.99234339117676,1,Block
UNIT_00196109,1,99.99999765112277,1,Block
UNIT_00198115,1,99.9999975191256,1,Block
UNIT_00192207,1,99.99999838823913,1,Block
UNIT_00192511,1,99.99537018987064,1,Block
UNIT_00189109,1,99.99999879233444,1,Block
UNIT_00196096,1,99.98768520459817,1,Block
UNIT_00195207,1,99.99999687047459,1,Block
UNIT_00185072,1,99.99999922212174,1,Block
UNIT_00191512,1,99.99999903222408,1,Block
UNIT_00188544,1,99.9999974772578,1,Block
UNIT_00199149,1,99.96883050222526,1,Block
UNIT_00188468,1,99.99669734170196,1,Block
UNIT_00189368,1,99.99999773525049,1,Block
UNIT_00194722,1,99.99003970844642,1,Block
UNIT_00190853,1,99.99999867485342,1,Block
UNIT_00192106,1,99.9999904990047,1,Block
UNIT_00188964,1,99.9854436244832,1,Block
UNIT_00193494,1,99.99999640702914,1,Block
UNIT_00187685,1,99.99900979951167,1,Block
UNIT_00185001,1,99.99998340253869,1,Block
UNIT_00189649,1,99.99334661617158,1,Block
UNIT_00196580,1,99.99999761251786,1,Block
UNIT_00197173,1,99.98273466969016,1,Block
UNIT_00184256,1,99.98722794387653,1,Block
UNIT_00189124,1,99.99337699507213,1,Block
UNIT_00184526,1,99.9999982665899,1,Block
UNIT_00199007,1,99.99999870261351,1,Block
UNIT_00185477,1,99.9999961157444,1,Block
UNIT_00191585,1,99.98544989323894,1,Block
UNIT_00194119,1,99.99999624686126,1,Block
UNIT_00186227,1,99.99999795976761,1,Block
UNIT_00191518,1,99.99743543940814,1,Block
UNIT_00186574,1,99.98309853887135,1,Block
UNIT_00190800,1,99.99999697933418,1,Block
UNIT_00185650,1,99.99999938069764,1,Block
UNIT_00184181,1,99.9845051815509,1,Block
UNIT_00196809,1,99.99999725460256,1,Block
UNIT_00187115,1,99.99999820027816,1,Block
UNIT_00198833,1,99.9999993989445,1,Block
UNIT_00196556,1,99.97262574157469,1,Block
UNIT_00198393,1,99.99999868118547,1,Block
UNIT_00187994,1,99.99999611824862,1,Block
UNIT_00196669,1,99.99999820226415,1,Block
UNIT_00189920,1,99.99810250464466,1,Block
UNIT_00188649,1,99.97703554514543,1,Block
UNIT_00190939,1,99.99295532016343,1,Block
UNIT_00190153,1,99.99160543797584,1,Block
UNIT_00192208,1,99.99396185603216,1,Block
UNIT_00193256,1,99.99999133711394,1,Block
UNIT_00186591,1,99.99515254471191,1,Block
UNIT_00190629,1,99.99999782035607,1,Block
UNIT_00193809,1,99.99161450415377,1,Block
UNIT_00195955,1,99.99999821343508,1,Block
UNIT_00196602,1,99.97840541825609,1,Block
UNIT_00199597,1,99.99999777142891,1,Block
UNIT_00193871,1,99.99084036736316,1,Block
UNIT_00198895,1,99.9999966283552,1,Block
UNIT_00196992,1,99.993599423963,1,Block
UNIT_00190826,1,99.99999741096173,1,Block
UNIT_00195770,1,99.99373950363592,1,Block
UNIT_00189296,1,99.9999983045799,1,Block
UNIT_00195833,1,99.97687841891388,1,Block
UNIT_00192261,1,99.99999791236922,1,Block
UNIT_00195546,1,99.99999851549495,1,Block
UNIT_00194657,1,99.99999827429734,1,Block
UNIT_00186781,1,99.99999750554713,1,Block
UNIT_00189161,1,99.99999667163092,1,Block
UNIT_00186800,1,99.99999788031593,1,Block
UNIT_00191094,1,99.99999754244406,1,Block
UNIT_00187536,1,99.99999876826284,1,Block
UNIT_00195081,1,99.99999820062386,1,Block
UNIT_00186774,1,99.99999821912986,1,Block
UNIT_00197497,1,99.99221633774708,1,Block
UNIT_00194232,1,99.99862682235405,1,Block
UNIT_00190306,1,99.98708098423054,1,Block
UNIT_00186114,1,99.99368138639949,1,Block
UNIT_00195200,1,99.9999977198097,1,Block
UNIT_00195994,1,99.99450254081529,1,Block
UNIT_00198381,1,99.99999698101158,1,Block
UNIT_00194810,1,99.9680566665382,1,Block
UNIT_00188129,1,99.99999891010167,1,Block
UNIT_00192938,1,99.99805943857558,1,Block
UNIT_00189454,1,99.99961978343424,1,Block
UNIT_00185586,1,99.99697089077925,1,Block
UNIT_00190487,1,99.99305263926229,1,Block
UNIT_00197946,1,99.95269669501305,1,Block
UNIT_00194669,1,99.96314697630804,1,Block
UNIT_00186526,1,99.99999784007298,1,Block
UNIT_00185506,1,99.99999829619568,1,Block
UNIT_00187582,1,99.99386269534763,1,Block
UNIT_00196446,1,99.97101351363852,1,Block
UNIT_00191003,1,99.9999973577147,1,Block
UNIT_00195465,1,99.99999579009781,1,Block
UNIT_00195588,1,99.99999566402415,1,Block
UNIT_00189698,1,99.99304373326804,1,Block
UNIT_00185339,1,99.9999987344495,1,Block
UNIT_00194953,1,99.9973195962807,1,Block
UNIT_00188253,1,99.99619377822955,1,Block
UNIT_00187261,1,99.9999980043193,1,Block
UNIT_00195532,1,99.99671857706785,1,Block
UNIT_00197913,1,99.99999783512354,1,Block
UNIT_00188648,1,99.9944237278076,1,Block
UNIT_00185018,1,99.99557855031293,1,Block
UNIT_00196529,1,99.99354516692046,1,Block
UNIT_00192225,1,99.99956431271566,1,Block
UNIT_00185678,1,99.99869908802226,1,Block
UNIT_00190723,1,99.99200353842211,1,Block
UNIT_00188122,1,99.9999984122985,1,Block
UNIT_00186688,1,99.99999740585064,1,Block
UNIT_00196397,1,99.9999989153121,1,Block
UNIT_00195518,1,99.99998742090561,1,Block
UNIT_00198205,1,99.99999865498602,1,Block
UNIT_00189039,1,99.99999600941433,1,Block
UNIT_00186563,1,99.99999790087134,1,Block
UNIT_00188753,1,99.99658884161356,1,Block
UNIT_00184059,1,99.95644808624066,1,Block
UNIT_00195395,1,99.9942024873564,1,Block
UNIT_00185975,1,99.99999730380945,1,Block
UNIT_00189569,1,99.99136180124779,1,Block
UNIT_00190353,1,99.99999720755089,1,Block
UNIT_00197078,1,99.99999894389224,1,Block
UNIT_00193965,1,99.99999722976138,1,Block
UNIT_00197938,1,99.99999790072079,1,Block
UNIT_00191019,1,99.99999736445773,1,Block
UNIT_00193025,1,99.99607954925166,1,Block
UNIT_00192855,1,99.99999712674082,1,Block
UNIT_00194115,1,99.984299360235,1,Block
UNIT_00190862,1,99.99766404298039,1,Block
UNIT_00197188,1,99.9999977417134,1,Block
UNIT_00184796,1,99.99999850537876,1,Block
UNIT_00189659,1,99.99999917947045,1,Block
UNIT_00195822,1,99.99999836435407,1,Block
UNIT_00193422,1,99.99999838857786,1,Block
UNIT_00193508,1,99.9999736835724,1,Block
UNIT_00184414,1,99.98291219440804,1,Block
UNIT_00190343,1,99.9910429079,1,Block
UNIT_00199024,1,99.99999818264043,1,Block
UNIT_00190587,1,99.99999643542287,1,Block
UNIT_00191840,1,99.99603356714714,1,Block
UNIT_00195316,1,99.99795599893882,1,Block
UNIT_00188651,1,99.99999937547611,1,Block
UNIT_00188500,1,99.99388328594327,1,Block
UNIT_00196049,1,99.99250828334844,1,Block
UNIT_00193641,1,99.99828590863396,1,Block
UNIT_00193172,1,99.96341565621245,1,Block
UNIT_00196660,1,99.99999730461248,1,Block
UNIT_00193069,1,99.99999785127416,1,Block
UNIT_00184410,1,99.9931145061445,1,Block
UNIT_00198199,1,99.9999980446455,1,Block
UNIT_00198287,1,99.99999834957937,1,Block
UNIT_00186943,1,99.99290409190961,1,Block
UNIT_00189137,1,99.99999837459923,1,Block
UNIT_00199500,1,99.99995072429144,1,Block
UNIT_00185803,1,99.99999594466583,1,Block
UNIT_00192393,1,99.99999693541741,1,Block
UNIT_00190214,1,99.99541113992817,1,Block
UNIT_00184053,1,99.99999754352699,1,Block
UNIT_00188501,1,99.99999618533221,1,Block
UNIT_00185168,1,99.98662412439897,1,Block
UNIT_00190505,1,99.98947441098763,1,Block
UNIT_00187015,1,99.99540093366417,1,Block
UNIT_00194632,1,99.99999679813048,1,Block
UNIT_00188422,1,99.9999983842777,1,Block
UNIT_00188203,1,99.99999783503759,1,Block
UNIT_00189007,1,99.99999760532238,1,Block
UNIT_00190463,1,99.994635518847,1,Block
UNIT_00187594,1,99.99999724010995,1,Block
UNIT_00199398,1,99.99880411337708,1,Block
UNIT_00189158,1,99.96794981839699,1,Block
UNIT_00197506,1,99.99999783285321,1,Block
UNIT_00198131,1,99.98783970214488,1,Block
UNIT_00195474,1,99.98844816282825,1,Block
UNIT_00198571,1,99.99336444105266,1,Block
UNIT_00199418,1,99.99587700616054,1,Block
UNIT_00197655,1,99.99999865818673,1,Block
UNIT_00186786,1,99.99283423442999,1,Block
UNIT_00199353,1,99.99999736875635,1,Block
UNIT_00184138,1,99.99999776253982,1,Block
UNIT_00198943,1,99.99688611546513,1,Block
UNIT_00187737,1,99.99126472961159,1,Block
UNIT_00190037,1,99.99325763795636,1,Block
UNIT_00190281,1,99.99999773951765,1,Block
UNIT_00184837,1,99.99383006357218,1,Block
UNIT_00184192,1,99.99999806198218,1,Block
UNIT_00188170,1,99.99682825258242,1,Block
UNIT_00198866,1,99.99999603805186,1,Block
UNIT_00196164,1,99.99279571999725,1,Block
UNIT_00196980,1,99.99671106355412,1,Block
UNIT_00186636,1,99.99266340725268,1,Block
UNIT_00186028,1,99.98941100723655,1,Block
UNIT_00188048,1,99.9796283207963,1,Block
UNIT_00198451,1,99.99999825448344,1,Block
UNIT_00198228,1,99.99399705412219,1,Block
UNIT_00198737,1,99.99999418237888,1,Block
UNIT_00186940,1,99.99999825088149,1,Block
UNIT_00195398,1,99.9999976336453,1,Block
UNIT_00186729,1,99.99695038628754,1,Block
UNIT_00196467,1,99.995244252157,1,Block
UNIT_00189335,1,99.9703379207191,1,Block
UNIT_00190022,1,99.99110160413981,1,Block
UNIT_00193751,1,99.99999683185965,1,Block
UNIT_00196900,1,99.99999769968832,1,Block
UNIT_00184764,1,99.99999876097738,1,Block
UNIT_00185136,1,99.99999819139511,1,Block
UNIT_00189149,1,99.99999522954116,1,Block
UNIT_00195524,1,99.99999629512936,1,Block
UNIT_00196384,1,99.99003199677156,1,Block
UNIT_00198742,1,99.99999872752221,1,Block
UNIT_00194368,1,99.9999977941047,1,Block
UNIT_00195099,1,99.99467018427347,1,Block
UNIT_00193171,1,99.9846136436789,1,Block
UNIT_00196684,1,99.99214991954376,1,Block
UNIT_00198427,1,99.91090029402265,1,Block
UNIT_00191629,1,99.99999666767164,1,Block
UNIT_00186184,1,99.99999943174421,1,Block
UNIT_00185558,1,99.99400110549175,1,Block
UNIT_00193599,1,99.99926386024491,1,Block
UNIT_00193131,1,99.99259792872036,1,Block
UNIT_00195296,1,99.98996084967293,1,Block
UNIT_00188116,1,99.9955637133288,1,Block
UNIT_00187534,1,99.99999693117566,1,Block
UNIT_00189596,1,99.99999550900372,1,Block
UNIT_00184804,1,99.99999563042245,1,Block
UNIT_00194537,1,99.99997923416842,1,Block
UNIT_00188038,1,99.99999852166823,1,Block
UNIT_00192267,1,99.99999732663578,1,Block
UNIT_00186086,1,99.98867294532812,1,Block
UNIT_00184139,1,99.99999678636324,1,Block
UNIT_00184328,1,99.99999794341706,1,Block
UNIT_00186664,1,99.99799078039678,1,Block
UNIT_00199022,1,99.9999976061508,1,Block
UNIT_00191282,1,99.99999950820185,1,Block
UNIT_00198457,1,99.99999812925927,1,Block
UNIT_00187591,1,99.9999993225416,1,Block
UNIT_00190008,1,99.99998666342887,1,Block
UNIT_00186798,1,99.99218831766352,1,Block
UNIT_00189668,1,99.99999874541162,1,Block
UNIT_00195690,1,99.99118287865653,1,Block
UNIT_00191796,1,99.99999581707277,1,Block
UNIT_00199465,1,99.9851425676156,1,Block
UNIT_00196284,1,99.98633913928171,1,Block
UNIT_00189904,1,99.99999814526707,1,Block
UNIT_00185102,1,99.99999574077259,1,Block
UNIT_00195906,1,99.99999699202591,1,Block
UNIT_00192059,1,99.99999686957136,1,Block
UNIT_00184757,1,99.99999833298152,1,Block
UNIT_00196530,1,99.99999860673826,1,Block
UNIT_00184426,1,99.9999981815759,1,Block
UNIT_00194638,1,99.99999810129411,1,Block
UNIT_00197701,1,99.99532257258977,1,Block
UNIT_00197383,1,99.9999991881857,1,Block
UNIT_00191946,1,99.99999772888067,1,Block
UNIT_00190474,1,99.99999771980585,1,Block
UNIT_00197014,1,99.99623710409526,1,Block
UNIT_00184666,1,99.98860870418687,1,Block
UNIT_00184295,1,99.99491679957833,1,Block
UNIT_00196535,1,99.99999682836597,1,Block
UNIT_00192102,1,99.99645249728115,1,Block
UNIT_00188447,1,99.9999961772255,1,Block
UNIT_00184843,1,99.98307320887925,1,Block
UNIT_00199856,1,99.98800335910214,1,Block
UNIT_00185117,1,99.947525703633,1,Block
UNIT_00189347,1,99.99999728252315,1,Block
UNIT_00187156,1,99.99999655848247,1,Block
UNIT_00189620,1,99.99999847470556,1,Block
UNIT_00190718,1,99.9953607447554,1,Block
UNIT_00191175,1,99.99282909961079,1,Block
UNIT_00192158,1,99.99043771132115,1,Block
UNIT_00197009,1,99.94567799602552,1,Block
UNIT_00187801,1,99.99999744342247,1,Block
UNIT_00184286,1,99.86740934330433,1,Block
UNIT_00193972,1,99.9999945009841,1,Block
UNIT_00188516,1,99.99738220554802,1,Block
UNIT_00191824,1,99.98412912333228,1,Block
UNIT_00186806,1,99.99284565850064,1,Block
UNIT_00194300,1,99.98415410665567,1,Block
UNIT_00198743,1,99.99999765842685,1,Block
UNIT_00185905,1,99.99999510204643,1,Block
UNIT_00196975,1,99.99488178798224,1,Block
UNIT_00189905,1,99.98018894789654,1,Block
UNIT_00184523,1,99.99999740743695,1,Block
UNIT_00184776,1,99.99169367580338,1,Block
UNIT_00184248,1,99.9634300587049,1,Block
UNIT_00195169,1,99.99999780000776,1,Block
UNIT_00198862,1,99.9999985345756,1,Block
UNIT_00187658,1,99.99999531586049,1,Block
UNIT_00193195,1,99.99999659994094,1,Block
UNIT_00184119,1,99.99999773913503,1,Block
UNIT_00195661,1,99.99999756754427,1,Block
UNIT_00197224,1,99.99611898983623,1,Block
UNIT_00194008,1,99.9999989231172,1,Block
UNIT_00184349,1,99.98809570422246,1,Block
UNIT_00191328,1,99.99057591726165,1,Block
UNIT_00189608,1,99.98101862804512,1,Block
UNIT_00197621,1,99.99999784661911,1,Block
UNIT_00186460,1,99.97397319337652,1,Block
UNIT_00190876,1,99.99999719762167,1,Block
UNIT_00184582,1,99.9850186302103,1,Block
UNIT_00195982,1,99.99999741719603,1,Block
UNIT_00191350,1,99.9999977571993,1,Block
UNIT_00197469,1,99.9999919310286,1,Block
UNIT_00187026,1,99.99999873143936,1,Block
UNIT_00198229,1,99.99999578658269,1,Block
UNIT_00190908,1,99.99135351828275,1,Block
UNIT_00186642,1,99.9941191619424,1,Block
UNIT_00184336,1,99.99999893521579,1,Block
UNIT_00199313,1,99.99999847494388,1,Block
UNIT_00197074,1,99.99999792860305,1,Block
UNIT_00192518,1,99.99309297659119,1,Block
UNIT_00190374,1,99.97806627284875,1,Block
UNIT_00186340,1,99.99685143378771,1,Block
UNIT_00193739,1,99.99997461936428,1,Block
UNIT_00198448,1,99.99999687989938,1,Block
UNIT_00194176,1,99.9999981010879,1,Block
UNIT_00187755,1,99.99999842640335,1,Block
UNIT_00195850,1,99.99474652043023,1,Block
UNIT_00199816,1,99.99999761151729,1,Block
UNIT_00193771,1,99.97819656537547,1,Block
UNIT_00187499,1,99.99999697141831,1,Block
UNIT_00188098,1,99.94750174786192,1,Block
UNIT_00192439,1,99.99999841212383,1,Block
UNIT_00196812,1,99.99999754343294,1,Block
UNIT_00188689,1,99.99999785461311,1,Block
UNIT_00190858,1,99.99544963878199,1,Block
UNIT_00199459,1,99.98075950072499,1,Block
UNIT_00189190,1,99.99999676927669,1,Block
UNIT_00190096,1,99.99999792896752,1,Block
UNIT_00189155,1,99.99999810494973,1,Block
UNIT_00190540,1,99.99566639415228,1,Block
UNIT_00196610,1,99.99999839885312,1,Block
UNIT_00184711,1,99.99999885165829,1,Block
UNIT_00194823,1,99.994531591204,1,Block
UNIT_00189156,1,99.99999516394308,1,Block
UNIT_00186655,1,99.99067222512328,1,Block
UNIT_00187859,1,99.99999853537061,1,Block
UNIT_00191227,1,99.99032907933898,1,Block
UNIT_00192884,1,99.95765332511127,1,Block
UNIT_00191077,1,99.9936145583662,1,Block
UNIT_00188127,1,99.97243478609545,1,Block
UNIT_00187857,1,99.99999790926132,1,Block
UNIT_00198247,1,99.99999926841116,1,Block
UNIT_00187890,1,99.99999813856911,1,Block
UNIT_00189714,1,99.99995545735565,1,Block
UNIT_00192595,1,99.96317321977658,1,Block
UNIT_00190413,1,99.99999685667191,1,Block
UNIT_00190495,1,99.99999800351442,1,Block
UNIT_00195540,1,99.99313485831274,1,Block
UNIT_00193226,1,99.99999839937956,1,Block
UNIT_00198972,1,99.99999828784131,1,Block
UNIT_00197611,1,99.9964381114938,1,Block
UNIT_00189185,1,99.9999931897807,1,Block
UNIT_00194332,1,99.99999833697748,1,Block
UNIT_00194096,1,99.99999924911255,1,Block
UNIT_00196307,1,99.99999791808018,1,Block
UNIT_00185701,1,99.98764978526187,1,Block
UNIT_00193574,1,99.99999847332855,1,Block
UNIT_00184313,1,99.98993891531877,1,Block
UNIT_00197957,1,99.99999875395585,1,Block
UNIT_00198069,1,99.9999971867816,1,Block
UNIT_00195031,1,99.99999787519992,1,Block
UNIT_00189452,1,99.9986664662837,1,Block
UNIT_00194879,1,99.99090373531193,1,Block
UNIT_00195627,1,99.97087887462015,1,Block
UNIT_00196222,1,99.99602708566289,1,Block
UNIT_00188273,1,99.97625926597516,1,Block
UNIT_00198234,1,99.99999591890028,1,Block
UNIT_00198597,1,99.99773540304894,1,Block
UNIT_00188115,1,99.9869027319319,1,Block
UNIT_00194896,1,99.99999736993148,1,Block
UNIT_00187519,1,99.99999723429211,1,Block
UNIT_00185511,1,99.9975102109769,1,Block
UNIT_00190921,1,99.99999837224536,1,Block
UNIT_00199531,1,99.99449551798352,1,Block
UNIT_00184672,1,99.9999978552333,1,Block
UNIT_00199076,1,99.9999969910854,1,Block
UNIT_00184428,1,99.99568974909275,1,Block
UNIT_00192573,1,99.99999652587431,1,Block
UNIT_00196553,1,99.99999718168333,1,Block
UNIT_00199271,1,99.99999855418518,1,Block
UNIT_00193618,1,99.99999759144933,1,Block
UNIT_00194477,1,99.9838281942132,1,Block
UNIT_00184691,1,99.92439297445462,1,Block
UNIT_00187083,1,99.98783949225223,1,Block
UNIT_00192547,1,99.99999800080101,1,Block
UNIT_00199401,1,99.99521356826287,1,Block
UNIT_00187883,1,99.99180904210239,1,Block
UNIT_00194230,1,99.91958838577028,1,Block
UNIT_00196526,1,99.99999761609358,1,Block
UNIT_00190902,1,99.98915110851424,1,Block
UNIT_00185327,1,99.99615771062298,1,Block
UNIT_00186269,1,99.9999973581922,1,Block
UNIT_00193954,1,99.99999861788004,1,Block
UNIT_00198806,1,99.98860881428615,1,Block
UNIT_00186644,1,99.99811609434045,1,Block
UNIT_00193772,1,99.99527165275967,1,Block
UNIT_00192725,1,99.99999767369313,1,Block
UNIT_00194930,1,99.99630704314325,1,Block
UNIT_00189875,1,99.99390043730571,1,Block
UNIT_00196683,1,99.9999979069268,1,Block
UNIT_00194949,1,99.9999985237332,1,Block
UNIT_00187043,1,99.99999910019893,1,Block
UNIT_00189958,1,99.99999698290569,1,Block
UNIT_00197465,1,99.98637628243146,1,Block
UNIT_00188075,1,99.99999806289432,1,Block
UNIT_00184606,1,99.99775569161791,1,Block
UNIT_00193127,1,99.99999788062335,1,Block
UNIT_00193206,1,99.98202630838395,1,Block
UNIT_00197259,1,99.99760474513585,1,Block
UNIT_00185829,1,99.9999983220763,1,Block
UNIT_00185275,1,99.99999692477644,1,Block
UNIT_00193791,1,99.98588576748239,1,Block
UNIT_00197114,1,99.99130388318723,1,Block
UNIT_00195944,1,99.99521741241907,1,Block
UNIT_00185106,1,99.99999694592186,1,Block
UNIT_00199761,1,99.99999732911238,1,Block
UNIT_00188212,1,99.99999924743807,1,Block
UNIT_00184858,1,99.99999816005909,1,Block
UNIT_00191601,1,99.99394172534707,1,Block
UNIT_00197433,1,99.99766795960014,1,Block
UNIT_00190239,1,99.9999959471756,1,Block
UNIT_00187769,1,99.97343749050228,1,Block
UNIT_00186076,1,99.99300578236324,1,Block
UNIT_00193587,1,99.99999528813102,1,Block
UNIT_00198655,1,99.99999850235656,1,Block
UNIT_00185745,1,99.99999845622416,1,Block
UNIT_00187672,1,99.99418275059696,1,Block
UNIT_00190588,1,99.99999845922076,1,Block
UNIT_00197215,1,99.98715506158145,1,Block
UNIT_00192078,1,99.99999789980738,1,Block
UNIT_00184789,1,99.99999491403506,1,Block
UNIT_00187692,1,99.99622716064778,1,Block
UNIT_00187944,1,99.99999843000845,1,Block
UNIT_00189192,1,99.99219780858098,1,Block
UNIT_00194892,1,99.99999663850822,1,Block
UNIT_00184588,1,99.99999699189786,1,Block
UNIT_00188942,1,99.99999826465445,1,Block
UNIT_00197198,1,99.99999779908897,1,Block
UNIT_00189053,1,99.97056200711067,1,Block
UNIT_00191765,1,99.9999981174521,1,Block
UNIT_00185209,1,99.97423230898177,1,Block
UNIT_00185852,1,99.97939328992608,1,Block
UNIT_00194204,1,99.99999738239855,1,Block
UNIT_00198887,1,99.99999815326137,1,Block
UNIT_00188578,1,99.99352786437895,1,Block
UNIT_00189126,1,99.99999789598476,1,Block
UNIT_00198460,1,99.99444022748555,1,Block
UNIT_00199568,1,99.99999788375985,1,Block
UNIT_00196973,1,99.99999037925723,1,Block
UNIT_00198284,1,99.99999856447056,1,Block
UNIT_00191348,1,99.99999816256438,1,Block
UNIT_00189820,1,99.98132585262572,1,Block
UNIT_00194061,1,99.99999776402811,1,Block
UNIT_00197711,1,99.99999501515683,1,Block
UNIT_00189159,1,99.99009511395545,1,Block
UNIT_00198068,1,99.99999579390834,1,Block
UNIT_00189960,1,99.99422619954738,1,Block
UNIT_00193222,1,99.89368619519487,1,Block
UNIT_00184778,1,99.99999759000791,1,Block
UNIT_00199390,1,99.99998911092337,1,Block
UNIT_00197796,1,99.99783712417296,1,Block
UNIT_00189174,1,99.99998979609688,1,Block
UNIT_00190149,1,99.9999940158455,1,Block
UNIT_00188152,1,99.99999897250326,1,Block
UNIT_00193789,1,99.99277175588934,1,Block
UNIT_00185902,1,99.99999821936186,1,Block
UNIT_00189661,1,99.99818886106716,1,Block
UNIT_00191402,1,99.99856517299266,1,Block
UNIT_00195598,1,99.99999360086828,1,Block
UNIT_00187667,1,99.99907535875965,1,Block
UNIT_00196030,1,99.99998620345555,1,Block
UNIT_00192272,1,99.96096832290462,1,Block
UNIT_00194234,1,99.99742144092014,1,Block
UNIT_00197199,1,99.99999718391126,1,Block
UNIT_00194700,1,99.994670467403,1,Block
UNIT_00188675,1,99.9856016122709,1,Block
UNIT_00186599,1,99.99999788217335,1,Block
UNIT_00184948,1,99.99608144759331,1,Block
UNIT_00198108,1,99.99999795837348,1,Block
UNIT_00194740,1,99.99999731547473,1,Block
UNIT_00184089,1,99.99216072786126,1,Block
